Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,MovementInstructionText.started,MovementInstructionRead.keys,MovementInstructionRead.rt,MovementInstructionRead.started,MovementInstructionRead.stopped,BodySiteCue.started,BodySiteCue.stopped,fix_cross.started,fix_cross.stopped,subject number,gender,session,handedness,scanner,date,psychopyVersion,expName,frameRate,runList,
4.719554499955848,None,space,0.6408163265306123,4.719554499955848,None,,,,,,,,,,999,m,99,r,TEST,2021_May_24_1103,2020.2.5,movemap,59.92728420985655,"[['Left Arm', 'Right Face', 'Chest', 'Rest', 'Left Leg', 'Right Arm', 'Rest', 'Abdomen', 'Rest', 'Left Face', 'Right Leg', 'Rest', 'Left Arm', 'Rest', 'Right Arm', 'Right Face', 'Rest', 'Chest', 'Right Leg', 'Left Face', 'Rest', 'Left Leg', 'Abdomen', 'Rest'], ['Left Face', 'Rest', 'Left Arm', 'Left Leg', 'Rest', 'Right Arm', 'Rest', 'Right Face', 'Abdomen', 'Rest', 'Right Leg', 'Chest', 'Left Arm', 'Rest', 'Abdomen', 'Right Leg', 'Left Leg', 'Rest', 'Right Face', 'Chest', 'Right Arm', 'Rest', 'Left Face', 'Rest'], ['Right Leg', 'Left Arm', 'Chest', 'Rest', 'Right Arm', 'Left Leg', 'Abdomen', 'Rest', 'Right Face', 'Rest', 'Left Face', 'Rest', 'Chest', 'Rest', 'Right Leg', 'Rest', 'Right Arm', 'Left Face', 'Left Leg', 'Rest', 'Left Arm', 'Rest', 'Abdomen', 'Right Face']]",
,,,,,,5.310293299960904,space,0.6408163265306123,5.310293299960904,None,36.44555800000671,37.96093189995736,38.92774999991525,38.92774999991525,,,,,,,,,,,
