Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,MovementInstructionText.started,MovementInstructionRead.keys,MovementInstructionRead.rt,MovementInstructionRead.started,MovementInstructionRead.stopped,BodySiteCue.started,BodySiteCue.stopped,fix_cross.started,fix_cross.stopped,subject number,gender,session,handedness,scanner,date,psychopyVersion,expName,frameRate,runList,
4.738372700056061,None,space,0.7061224489795918,4.738372700056061,None,,,,,,,,,,999,m,99,r,TEST,2021_May_24_1106,2020.2.5,movemap,59.969439536388215,"[['Left Arm', 'Left Face', 'Rest', 'Abdomen', 'Right Leg', 'Right Face', 'Rest', 'Right Arm', 'Chest', 'Rest', 'Left Leg', 'Rest', 'Left Leg', 'Rest', 'Abdomen', 'Chest', 'Right Arm', 'Rest', 'Left Arm', 'Rest', 'Left Face', 'Right Leg', 'Rest', 'Right Face'], ['Left Face', 'Left Arm', 'Rest', 'Right Arm', 'Right Leg', 'Abdomen', 'Rest', 'Left Leg', 'Right Face', 'Rest', 'Chest', 'Rest', 'Chest', 'Left Leg', 'Abdomen', 'Rest', 'Left Arm', 'Right Face', 'Left Face', 'Rest', 'Right Leg', 'Right Arm', 'Rest'], ['Chest', 'Rest', 'Abdomen', 'Rest', 'Right Leg', 'Rest', 'Right Arm', 'Left Leg', 'Rest', 'Left Face', 'Right Face', 'Left Arm', 'Abdomen', 'Left Leg', 'Right Face', 'Rest', 'Chest', 'Right Leg', 'Rest', 'Left Face', 'Right Arm', 'Rest', 'Left Arm', 'Rest']]",
,,,,,,5.415275200037286,space,0.7061224489795918,5.415275200037286,None,96.41731940000318,97.93472660006955,97.89913160004653,96.41731940000318,,,,,,,,,,,
