Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,MovementInstructionText.started,MovementInstructionRead.keys,MovementInstructionRead.rt,MovementInstructionRead.started,MovementInstructionRead.stopped,subject number,gender,session,handedness,scanner,date,psychopyVersion,expName,frameRate,runList,
4.910949400044046,None,space,0.2,4.910949400044046,None,,,,,,999,m,99,r,TEST,2021_Jun_16_1547,2020.2.5,movemap,59.684638310853,"[['Right Face', 'Right Arm', 'Left Face', 'Rest', 'Chest', 'Rest', 'Left Leg', 'Left Arm', 'Rest', 'Abdomen', 'Right Leg', 'Rest', 'Left Leg', 'Rest', 'Right Face', 'Rest', 'Abdomen', 'Right Arm', 'Right Leg', 'Rest', 'Chest', 'Left Arm', 'Left Face', 'Rest'], ['Chest', 'Right Arm', 'Left Arm', 'Rest', 'Right Leg', 'Left Face', 'Left Leg', 'Rest', 'Right Face', 'Abdomen', 'Rest', 'Right Face', 'Left Face', 'Abdomen', 'Rest', 'Right Leg', 'Rest', 'Left Arm', 'Left Leg', 'Rest', 'Chest', 'Right Arm', 'Rest'], ['Left Leg', 'Rest', 'Left Face', 'Abdomen', 'Right Leg', 'Rest', 'Left Arm', 'Right Arm', 'Rest', 'Right Face', 'Chest', 'Rest', 'Left Face', 'Right Leg', 'Abdomen', 'Rest', 'Chest', 'Rest', 'Left Arm', 'Right Face', 'Rest', 'Left Leg', 'Rest', 'Right Arm']]",
,,,,,,5.048165000043809,space,0.2,5.048165000043809,None,,,,,,,,,,,
