	onset	duration	phase	condition
0	122.20153620000929	-119.71355867991224	cue	Right Face
1	123.68108400003985	-121.1931064799428	movement	Right Face
2	124.73262740008067	-122.23745526012499	cue	Left Arm
3	126.21446649997961	-123.71929436002392	movement	Left Arm
4	127.21514210000169	-124.70351609005593	rest	Rest
5	129.78289230004884	-127.29145165998489	cue	Abdomen
6	131.26451210002415	-128.7730714599602	movement	Abdomen
7	132.31722500000615	-129.8298517599469	cue	Left Leg
8	133.7979205000447	-131.31054725998547	movement	Left Leg
9	134.79859420005232	-132.28599429002497	rest	Rest
10	137.34895850007888	-134.86289807024878	cue	Right Leg
11	138.8312323000282	-136.3451718701981	movement	Right Leg
12	139.83184009999968	-137.32072879001498	rest	Rest
13	142.39959600009024	-139.90210516017396	cue	Right Arm
14	143.88135130004957	-141.3838604601333	movement	Right Arm
15	144.8820158999879	-142.36958648986183	rest	Rest
16	147.41717700008303	-144.9250305800233	cue	Left Face
17	148.8980665000854	-146.40592008002568	movement	Left Face
18	149.94936980004422	-147.46215967007447	cue	Chest
19	151.4313871000195	-148.94417697004974	movement	Chest
20	152.4811733000679	-149.99203337007202	cue	Chest
21	153.96608969999943	-151.47694977000356	movement	Chest
22	155.03247780003585	-152.53624005999882	cue	Left Arm
23	156.51488240004983	-154.0186446600128	movement	Left Arm
24	157.51608349999879	-155.00568349007517	rest	Rest
25	160.08323160000145	-157.59431395994034	cue	Abdomen
26	161.56480100005865	-159.07588335999753	movement	Abdomen
27	162.63318180001806	-160.14008646004368	cue	Right Arm
28	164.11484880000353	-161.62175346002914	movement	Right Arm
29	165.11616079998203	-162.60381708992645	rest	Rest
30	167.66683080000803	-165.17020367993973	cue	Left Face
31	169.14817140006926	-166.65154428000096	movement	Left Face
32	170.18256079999264	-167.68934298004024	cue	Right Face
33	171.6648648000555	-169.1716469801031	movement	Right Face
34	172.71614480006974	-170.22508076007944	cue	Left Leg
35	174.19824170006905	-171.70717766007874	movement	Left Leg
36	175.19821549998596	-172.68707258987706	rest	Rest
37	177.75085010007024	-175.2653234701138	cue	Right Leg
38	179.23171960003674	-176.7461929700803	movement	Right Leg
39	180.23287760000676	-177.72324258997105	rest	Rest
40	Condition Order: 	['Right Face', 'Left Arm', 'Rest', 'Abdomen', 'Left Leg', 'Rest', 'Right Leg', 'Rest', 'Right Arm', 'Rest', 'Left Face', 'Chest', 'Chest', 'Left Arm', 'Rest', 'Abdomen', 'Right Arm', 'Rest', 'Left Face', 'Right Face', 'Left Leg', 'Rest', 'Right Leg', 'Rest']		
