BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,fixation.started,fixation.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,ComfortRating.response,ComfortRating.rt,ComfortRating.started,ComfortRating.stopped,ValenceRating.response,ValenceRating.rt,ValenceRating.started,ValenceRating.stopped,AvoidRating.response,AvoidRating.rt,AvoidRating.started,AvoidRating.stopped,RelaxRating.response,RelaxRating.rt,RelaxRating.started,RelaxRating.stopped,TaskAttentionRating.response,TaskAttentionRating.rt,TaskAttentionRating.started,TaskAttentionRating.stopped,BoredomRating.response,BoredomRating.rt,BoredomRating.started,BoredomRating.stopped,AlertnessRating.response,AlertnessRating.rt,AlertnessRating.started,AlertnessRating.stopped,PosThxRating.response,PosThxRating.rt,PosThxRating.started,PosThxRating.stopped,NegThxRating.response,NegThxRating.rt,NegThxRating.started,NegThxRating.stopped,SelfRating.response,SelfRating.rt,SelfRating.started,SelfRating.stopped,OtherRating.response,OtherRating.rt,OtherRating.started,OtherRating.stopped,ImageryRating.response,ImageryRating.rt,ImageryRating.started,ImageryRating.stopped,PresentRating.response,PresentRating.rt,PresentRating.started,PresentRating.stopped,subject number,gender,acceptMap body-site # (day1: 1-4; day2: 5-8),acceptMap (1)pre- or (2)post-Experience (1 or 2),session,handedness,scanner,run,date,psychopyVersion,expName,frameRate,
67.99756550000166,67.99756550000166,None,space,79.15732249998837,67.99756550000166,None,203.9319673999853,None,26.172839506172842,146.0577704999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,231.94882580000558,None,22.71604938271605,172.07370319997426,0.014456300006713718,5.011254200013354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,259.96570800000336,None,22.77777777777778,204.09070820000488,0.015384500031359494,5.0133890000288375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,287.9825961999886,None,22.592592592592595,230.10775229998399,0.015301499981433153,5.013248100003693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,315.99948060000315,None,21.85185185185185,260.1246235999861,0.015127800026675686,5.012886700016679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,344.0163898000028,None,21.419753086419753,284.14178059998085,0.015040099999168888,5.012558699992951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,372.0332868999976,None,22.901234567901234,314.1588522999664,0.014862500014714897,5.012326399999438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,400.0668398999842,None,22.901234567901234,340.19188599998597,0.014699400024255738,5.0120500000193715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,428.083716299996,None,21.54320987654321,372.208847300004,0.01520280001568608,5.013002000021515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,456.1172690000094,None,21.85185185185185,398.2429659999907,0.015144200006034225,5.01288399999612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,484.13418459999957,None,23.51851851851852,428.25922499995795,0.014579800015781075,5.011710500024492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,512.150999400008,None,22.839506172839506,454.27620580000803,0.015209500037599355,5.013041300029727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,540.1679395000101,None,23.51851851851852,480.29304879999836,0.015093499998329207,5.012707100016996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,568.1848344999889,None,20.185185185185183,512.310522899963,0.015123699995456263,5.012837600021157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,596.2017168999882,None,18.703703703703702,536.3271734000009,0.014563100034138188,5.011754100036342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,624.2352612999966,None,23.580246913580247,566.3612285999989,0.014766400010557845,5.012196800031234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,0.014295800006948411,5.011194499995327,37.90123456790121,572.9456078999792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,,,,,0.013323900027899072,None,-34.691358024691354,580.029228200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,30.617283950617285,583.9724935000413,,,,,,,,,0.01311080000596121,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,0.003160799969919026,None,,,,,,,,,29.01234567901235,588.095324599999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,,,,,,,,,,,,,0.013729800004512072,None,100.0,590.9120570999803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013720100017962977,None,100.0,594.8120236999821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013784100010525435,None,30.123456790123456,599.02873000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013758599990978837,None,100.0,603.5789723999624,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013579500024206936,None,21.35802469135804,609.8124983999878,,,,,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01342030000523664,None,2.345679012345684,615.9952958999784,,,,,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013983900018502027,None,-4.3209876543210015,621.7793326000101,,,,,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013335299998288974,None,35.925925925925924,627.0625971999834,,,,,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013440100010484457,None,0.0,631.0133471999725,,,,,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01272420003078878,None,23.333333333333343,638.196398399974,,,1002,M,1,1,8,R,EIM,3,2022_Feb_22_2118,2020.2.10,acceptmap-pre-exp,59.98440405839392,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013092200009850785,None,,,,,,,,,,,,,
