square,location,corrAns,runSeq,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
1,"[-0.2, 0.2]",0.0,,0,0,0,0,0,10,10,10,,,,,,,,,,,74.48296969995135,None,74.48296969995135,75.48340919998009,75.46668939996744,76.46722509997198,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,74.48296969995135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
2,"[0, 0.2]",0.0,,0,0,0,0,0,11,11,11,,,,,,,,,,,76.48402709997026,None,76.48402709997026,77.48459949996322,77.46766079997178,78.4683574999799,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,76.48402709997026,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",0.0,,0,0,0,0,0,12,12,12,,,,,,,,,,,78.48502480000025,None,78.48502480000025,79.48533579998184,79.46853269997519,80.46934029995464,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,78.48502480000025,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",1.0,,0,0,0,0,0,13,13,13,,,,,,,,,,,80.48602079995908,None,80.48602079995908,81.48647359997267,81.46964119997574,82.47031740000239,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,80.48602079995908,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
8,"[0, -0.2]",0.0,,0,0,0,0,0,14,14,14,,,,,,,,,,,82.48689790000208,None,82.48689790000208,83.48739579995163,83.47068399999989,84.47126510000089,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,82.48689790000208,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
5,"[0, 0]",0.0,,0,0,0,0,0,15,15,15,,,,,,,,,,,84.4880206999951,None,84.4880206999951,85.4884194000042,85.47171279997565,86.47233189997496,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,84.4880206999951,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
5,"[0, 0]",1.0,,0,0,0,0,0,16,16,16,,,,,,,,,,,86.4889370999881,None,86.4889370999881,87.4892692999565,87.47286069998518,88.47340069996426,0,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,86.4889370999881,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0.0,,0,0,0,0,0,17,17,17,,,,,,,,,,,88.48993779998273,None,88.48993779998273,89.49027049995493,89.47369329998037,90.47440000000643,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,88.48993779998273,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",0.0,,0,0,0,0,0,18,18,18,,,,,,,,,,,90.49087169999257,None,90.49087169999257,91.49119549995521,91.47476989997085,None,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,90.49087169999257,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0.0,,0,0,0,0,0,19,19,19,,,,,,,,,,,92.47564269998111,None,92.47564269998111,93.4759091999731,93.45891119999578,94.45971460000146,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,92.47564269998111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0.0,,0,0,0,0,0,20,20,20,,,,,,,,,,,94.47638829995412,None,94.47638829995412,95.47672199999215,95.4598911999492,96.46041529998183,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,94.47638829995412,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",1.0,,0,0,0,0,0,21,21,21,,,,,,,,,,,96.47757429996273,None,96.47757429996273,97.47789270000067,97.46108079998521,98.4615154999774,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,96.47757429996273,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",1.0,,0,0,0,0,0,22,22,22,,,,,,,,,,,98.47856580000371,None,98.47856580000371,99.47876959998393,99.46189109998522,100.46269570000004,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,98.47856580000371,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",0.0,,0,0,0,0,0,23,23,23,,,,,,,,,,,100.47931579995202,None,100.47931579995202,101.4798252999899,101.4628988999757,102.46354539995082,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,100.47931579995202,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
2,"[0, 0.2]",0.0,,0,0,0,0,0,24,24,24,,,,,,,,,,,102.48033409996424,None,102.48033409996424,103.4807760999538,103.46390229999088,104.46458789997268,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,102.48033409996424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0.0,,0,0,0,0,0,25,25,25,,,,,,,,,,,104.48124689998804,None,104.48124689998804,105.48181969998404,105.46494899998652,106.46573389996774,0,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,104.48124689998804,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",0.0,,0,0,0,0,0,26,26,26,,,,,,,,,,,106.48242469999241,None,106.48242469999241,107.48288299998967,107.4661000999622,108.4666048999643,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,106.48242469999241,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",1.0,,0,0,0,0,0,27,27,27,,,,,,,,,,,108.48345479997806,None,108.48345479997806,109.48383679997642,109.46689379995223,110.46781109995209,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,108.48345479997806,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
2,"[0, 0.2]",0.0,,0,0,0,0,0,28,28,28,,,,,,,,,,,110.48441350000212,None,110.48441350000212,111.48474359995453,111.46792729996378,112.46878870000364,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,110.48441350000212,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0.0,,0,0,0,0,0,29,29,29,,,,,,,,,,,112.48537869995926,None,112.48537869995926,113.48598309996305,113.46890919998987,114.4697395999683,1,-0.18194444444444444,0.013888888888888888,"[0, 0, 0]",0,0,112.48537869995926,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.50137099996209,None,space,114.50137099996209,None,,,,,,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
6,"[0.2, 0]",None,,,,,,,,,,0,0,0,0,,,,,165.39500769996084,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",166.3976941999863,168.39643939997768,166.3976941999863,167.41292159998557,167.39610369998263,168.39643939997768,"[0, 0, 0]",1,166.3976941999863,168.39643939997768,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",None,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",168.41319950000616,170.41425689996686,168.41319950000616,169.4138968999614,169.39693019998958,170.39752850000514,"[0, 0, 0]",1,168.41319950000616,170.41425689996686,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
6,"[0.2, 0]",1.0,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",170.43095179996453,172.43195899995044,170.43095179996453,171.43145829997957,171.4150300999754,172.41544680000516,"[0, 0, 0]",1,170.43095179996453,172.43195899995044,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
2,"[0, 0.2]",0.0,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",172.44874439999694,174.4498295999947,172.44874439999694,173.44920420000562,173.43248649995076,174.4330371999531,"[0, 0, 0]",1,172.44874439999694,174.4498295999947,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
5,"[0, 0]",0.0,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",174.46638820000226,176.46736489998875,174.46638820000226,175.46680479997303,175.4502085999702,176.45083210000303,"[0, 0, 0]",1,174.46638820000226,176.46736489998875,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",0.0,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",176.4841314999503,178.48558949999278,176.4841314999503,177.4846212999546,177.46784319996368,178.4684956999845,"[0, 0, 0]",1,176.4841314999503,178.48558949999278,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",0.0,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",178.50159239995992,180.50266919995192,178.50159239995992,179.5021132999682,179.48558229999617,180.4861425999552,"[0, 0, 0]",1,178.50159239995992,180.50266919995192,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",0.0,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",180.51947539998218,182.52061199996388,180.51947539998218,181.51998389995424,181.50309219997143,182.50382439995883,"[0, 0, 0]",1,180.51947539998218,182.52061199996388,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
4,"[-0.2, 0]",1.0,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",182.53705559996888,184.53788339998573,182.53705559996888,183.53744849999202,183.52089409995824,184.5215844999766,"[0, 0, 0]",1,182.53705559996888,184.53788339998573,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",0.0,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",184.5548918999848,186.5557373999618,184.5548918999848,185.5553774999571,185.53847099997802,186.5389152999851,"[0, 0, 0]",1,184.5548918999848,186.5557373999618,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
5,"[0, 0]",0.0,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",186.57225999998627,188.5733576999628,186.57225999998627,187.57286399998702,187.55630019999808,188.5566370000015,"[0, 0, 0]",1,186.57225999998627,188.5733576999628,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",1.0,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",188.58995719999075,190.59090999996988,188.58995719999075,189.59047169995029,189.57404939999105,190.5744016999961,"[0, 0, 0]",1,188.58995719999075,190.59090999996988,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
1,"[-0.2, 0.2]",0.0,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",190.60792399995262,192.60888929996872,190.60792399995262,191.60835209995275,191.59151499997824,192.59208059997763,"[0, 0, 0]",1,190.60792399995262,192.60888929996872,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
9,"[0.2, -0.2]",0.0,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",192.62529949995223,194.6262669999851,192.62529949995223,193.62588339997455,193.60939319996396,194.60981890000403,"[0, 0, 0]",1,192.62529949995223,194.6262669999851,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
9,"[0.2, -0.2]",0.0,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",194.6432295999839,196.64430109999375,194.6432295999839,195.64353840000695,195.62679019995267,196.62733409996144,"[0, 0, 0]",1,194.6432295999839,196.64430109999375,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
8,"[0, -0.2]",0.0,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",196.66079779999563,198.66167689999565,196.66079779999563,197.6612291999627,197.64469559997087,198.64516549999826,"[0, 0, 0]",1,196.66079779999563,198.66167689999565,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
6,"[0.2, 0]",0.0,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",198.67870839999523,200.67968689999543,198.67870839999523,199.67916219995823,199.66213650000282,200.662646199984,"[0, 0, 0]",1,198.67870839999523,200.67968689999543,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
3,"[0.2, 0.2]",0.0,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",200.6960320000071,202.69718709995504,200.6960320000071,201.69654809997883,201.6801257999614,202.68072119995486,"[0, 0, 0]",1,200.6960320000071,202.69718709995504,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
6,"[0.2, 0]",1.0,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",202.71382139995694,204.7148545999662,202.71382139995694,203.71471430000383,203.69762769999215,204.69809659995371,"[0, 0, 0]",1,202.71382139995694,204.7148545999662,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
5,"[0, 0]",0.0,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",204.73130179999862,206.73234749998664,204.73130179999862,205.73189159994945,205.7153207999654,206.71597550000297,"[0, 0, 0]",1,204.73130179999862,206.73234749998664,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
7,"[-0.2, -0.2]",0.0,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",206.7493471999769,208.75027669995325,206.7493471999769,207.74986250000075,207.7329480999615,208.7333956999937,"[0, 0, 0]",1,206.7493471999769,208.75027669995325,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_08_2022,WASABI distractmap,2020.2.10,60.78994095936548,"['Right Arm', 'Abdomen', 'Right Face', 'Left Face']",
