	onset	duration	rt	response	correct	bodySite	temperature	condition	pretrial-jitter
0	2.76635849988088	7.784344899933785				Abdomen	46	1back Instructions	
1	12.802105699898675	1.9672351800836623			1.0	Abdomen	46	1back	5.0
2	14.79138970002532	2.005747679853812			0.0	Abdomen	46	1back	5.0
3	16.792549999896437	2.003471480216831			0.0	Abdomen	46	1back	5.0
4	18.792731699999422	2.0030967800412327			0.0	Abdomen	46	1back	5.0
5	20.85242459992878	1.9335706199053675			0.0	Abdomen	46	1back	5.0
6	22.80723869986832	2.007573680020869			0.0	Abdomen	46	1back	5.0
7	24.80866470001638	2.004777080146596			0.0	Abdomen	46	1back	5.0
8	26.808591000037268	2.0048796799965203			0.0	Abdomen	46	1back	5.0
9	28.808696399908513	2.004712380003184			0.0	Abdomen	46	1back	5.0
10	30.8085455999244	2.0051699799951166			0.0	Abdomen	46	1back	5.0
11	39.80489709996618	5.012994280084968		50.0		Abdomen	46	1back Rating	7.0
12	44.829078200040385	49.83673939993605				Abdomen	46	2back Instructions	
13	52.87089789984748	1.9802867600228637			1.0	Abdomen	46	2back	3.0
14	54.85849679983221	2.0054344802629203			1.0	Abdomen	46	2back	3.0
15	56.87387799983844	2.007701879600063			0.0	Abdomen	46	2back	3.0
16	58.89054000005126	2.007793979952112			0.0	Abdomen	46	2back	3.0
17	60.94922979990952	1.9569952399469912			0.0	Abdomen	46	2back	3.0
18	62.92426220001653	2.007394680287689			0.0	Abdomen	46	2back	3.0
19	64.94045210001059	2.008165979757905			0.0	Abdomen	46	2back	3.0
20	66.95760659989901	2.0071106797549874			0.0	Abdomen	46	2back	3.0
21	68.9738878000062	2.007943280041218			0.0	Abdomen	46	2back	3.0
22	70.9906442000065	2.007790780160576			0.0	Abdomen	46	2back	3.0
23	76.00484249996953	5.01353098009713		50.0		Abdomen	46	2back Rating	3.0
24	81.01170679996721	86.02053919993341				Abdomen	46	2back Instructions	
25	93.05452749994583	1.9802993601188064			1.0	Abdomen	46	2back	7.0
26	95.04219740000553	2.0054561803117394			1.0	Abdomen	46	2back	7.0
27	97.05747390002944	2.0078555799555033			0.0	Abdomen	46	2back	7.0
28	99.07418929995038	2.0080355796962976			0.0	Abdomen	46	2back	7.0
29	101.12979479995556	1.9642617397475988			0.0	Abdomen	46	2back	7.0
30	103.10801470000297	2.0072201802395284			0.0	Abdomen	46	2back	7.0
31	105.12425949983299	2.0077486799564213			0.0	Abdomen	46	2back	7.0
32	107.14146029995754	2.006678080186248			0.0	Abdomen	46	2back	7.0
33	109.15747780003585	2.007949579972774			0.0	Abdomen	46	2back	7.0
34	111.174407399958	2.007487079827115			0.0	Abdomen	46	2back	7.0
35	120.1888908999972	5.013001480139792		50.0		Abdomen	46	2back Rating	7.0
36	125.21315949992277	130.22062409995124				Abdomen	46	1back Instructions	
37	133.25280310004018	1.9676632799673826			1.0	Abdomen	46	1back	3.0
38	135.24255349999294	2.005331279942766			0.0	Abdomen	46	1back	3.0
39	137.24359590001404	2.0032445800025016			0.0	Abdomen	46	1back	3.0
40	139.2439017998986	2.0026843801606447			0.0	Abdomen	46	1back	3.0
41	141.26663099997677	1.9572467599064112			0.0	Abdomen	46	1back	3.0
42	143.29053250001743	2.008390079950914			0.0	Abdomen	46	1back	3.0
43	145.29360529989935	2.0034482800401747			0.0	Abdomen	46	1back	3.0
44	147.29361569997855	2.003462579799816			0.0	Abdomen	46	1back	3.0
45	149.29359110002406	2.00347768003121			0.0	Abdomen	46	1back	3.0
46	151.29364849999547	2.0033928798511624			0.0	Abdomen	46	1back	3.0
47	160.28884689998813	5.01360248029232		50.0		Abdomen	46	1back Rating	7.0
48	165.2954996000044	170.30440360005014				Abdomen	46	1back Instructions	
49	173.33657120005228	1.9675440797582269			1.0	Abdomen	46	1back	3.0
50	175.32625889987685	2.0051647799555212			0.0	Abdomen	46	1back	3.0
51	177.32659629988484	2.0045205801725388			0.0	Abdomen	46	1back	3.0
52	179.3265958998818	2.004570780089125			0.0	Abdomen	46	1back	3.0
53	181.36799329984933	1.955125039909035			0.0	Abdomen	46	1back	3.0
54	183.34178559994325	2.007543179905042			0.0	Abdomen	46	1back	3.0
55	185.3436236998532	2.0038807799573988			0.0	Abdomen	46	1back	3.0
56	187.3436006999109	2.0038950799498707			0.0	Abdomen	46	1back	3.0
57	189.34366549993865	2.0036911799106747			0.0	Abdomen	46	1back	3.0
58	191.34351889998652	2.0041373802814633			0.0	Abdomen	46	1back	3.0
59	198.33984549995512	5.0122461803257465		50.0		Abdomen	46	1back Rating	5.0
60	203.34557130001485	208.354858599836				Abdomen	46	1back Instructions	
61	213.38699180004187	1.967250080080703			1.0	Abdomen	46	1back	5.0
62	215.37639079988003	2.0054146798793226			0.0	Abdomen	46	1back	5.0
63	217.3766749999486	2.004888480063528			0.0	Abdomen	46	1back	5.0
64	219.37764479988255	2.0031302799470723			0.0	Abdomen	46	1back	5.0
65	221.44992599985562	1.9252273000311106			0.0	Abdomen	46	1back	5.0
66	223.39224740001373	2.007338880095631			0.0	Abdomen	46	1back	5.0
67	225.39348999992944	2.0048808800056577			0.0	Abdomen	46	1back	5.0
68	227.3937287000008	2.0043432801030576			0.0	Abdomen	46	1back	5.0
69	229.39363509998657	2.0045595802366734			0.0	Abdomen	46	1back	5.0
70	231.39346149982885	2.0050506801344454			0.0	Abdomen	46	1back	5.0
71	236.38984850002453	5.012838980183005		50.0		Abdomen	46	1back Rating	3.0
72	241.41421630000696	246.4214720998425				Abdomen	46	2back Instructions	
