square,location,corrAns,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
5,"[0, 0]",0.0,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",498.09792130001006,500.0989386999863,498.09792130001006,499.09859760000836,499.0818801999849,500.0822659000114,"[0, 0, 0]",1,498.09792130001006,500.0989386999863,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1410,WASABI distractmap,2020.2.10,59.853001025008915,"['Right Arm', 'Abdomen', 'Right Face', 'Right Leg']",
7,"[-0.2, -0.2]",0.0,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",500.1156206000014,502.1166907000006,500.1156206000014,501.1161632000003,501.0994567000016,502.1001405999996,"[0, 0, 0]",1,500.1156206000014,502.1166907000006,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1410,WASABI distractmap,2020.2.10,59.853001025008915,"['Right Arm', 'Abdomen', 'Right Face', 'Right Leg']",
5,"[0, 0]",1.0,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",502.13339110001107,504.1344059999974,502.13339110001107,503.13389279998955,503.1171342000016,504.11763570000767,"[0, 0, 0]",0,502.13339110001107,504.1344059999974,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1410,WASABI distractmap,2020.2.10,59.853001025008915,"['Right Arm', 'Abdomen', 'Right Face', 'Right Leg']",
1,"[-0.2, 0.2]",0.0,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",504.1510089999938,506.15198450000025,504.1510089999938,505.15158999999403,505.1348033999966,506.1353239000018,"[0, 0, 0]",1,504.1510089999938,506.15198450000025,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1410,WASABI distractmap,2020.2.10,59.853001025008915,"['Right Arm', 'Abdomen', 'Right Face', 'Right Leg']",
7,"[-0.2, -0.2]",0.0,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",506.16868810000597,508.169733799994,506.16868810000597,507.1693988000043,507.15255729999626,508.15299219998997,"[0, 0, 0]",0,506.16868810000597,508.169733799994,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1410,WASABI distractmap,2020.2.10,59.853001025008915,"['Right Arm', 'Abdomen', 'Right Face', 'Right Leg']",
9,"[0.2, -0.2]",0.0,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",508.1863434999832,510.18740359999356,508.1863434999832,509.187027500011,509.1702646999911,510.1707875999855,"[0, 0, 0]",1,508.1863434999832,510.18740359999356,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1410,WASABI distractmap,2020.2.10,59.853001025008915,"['Right Arm', 'Abdomen', 'Right Face', 'Right Leg']",
3,"[0.2, 0.2]",0.0,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",510.20415800000774,512.2050536999886,510.20415800000774,511.20453849999467,511.1880147999909,512.1884324999992,"[0, 0, 0]",1,510.20415800000774,512.2050536999886,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1410,WASABI distractmap,2020.2.10,59.853001025008915,"['Right Arm', 'Abdomen', 'Right Face', 'Right Leg']",
9,"[0.2, -0.2]",1.0,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",512.2218366999878,514.2227905000036,512.2218366999878,513.2222051999997,513.2056143000082,514.2061036000086,"[0, 0, 0]",1,512.2218366999878,514.2227905000036,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1410,WASABI distractmap,2020.2.10,59.853001025008915,"['Right Arm', 'Abdomen', 'Right Face', 'Right Leg']",
6,"[0.2, 0]",0.0,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",514.2394552000042,516.2404614000116,514.2394552000042,515.239888000011,515.2232622999873,516.2236984999909,"[0, 0, 0]",1,514.2394552000042,516.2404614000116,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1410,WASABI distractmap,2020.2.10,59.853001025008915,"['Right Arm', 'Abdomen', 'Right Face', 'Right Leg']",
2,"[0, 0.2]",0.0,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",516.2570930999937,518.2580626999843,516.2570930999937,517.2576534000109,517.2409038000042,518.2414950999955,"[0, 0, 0]",1,516.2570930999937,518.2580626999843,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1410,WASABI distractmap,2020.2.10,59.853001025008915,"['Right Arm', 'Abdomen', 'Right Face', 'Right Leg']",
5,"[0, 0]",0.0,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",518.2747871000029,520.2757510000083,518.2747871000029,519.2752847000083,519.2588186000066,520.2590850999986,"[0, 0, 0]",1,518.2747871000029,520.2757510000083,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1410,WASABI distractmap,2020.2.10,59.853001025008915,"['Right Arm', 'Abdomen', 'Right Face', 'Right Leg']",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.2924590999901,None,space,520.2924590999901,None,,,,,,,,,,,,,,,,,,,,,999,m,2,99,r,TEST,2021_Aug_07_1410,WASABI distractmap,2020.2.10,59.853001025008915,"['Right Arm', 'Abdomen', 'Right Face', 'Right Leg']",
,,,,,,,,,,,,,,,,,,,,608.4438731999835,None,609.4705480999837,None,609.4705480999837,610.4709891999955,610.4543160999892,None,,,,,,,,,,,,,,,,,,,,,,,,,,,522.0600492999947,522.0600492999947,None,space,32.69541230000323,522.0600492999947,None,,,,,,,,,,,,
