RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt,fixation_1.started,fixation_1.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,,,,0,0,0,0,,,,,0,0,0,0,,,,,30.908976000006078,None,space,121.83487409999361,30.908976000006078,None,,,,,,,,,,,,,,,,,,,2,M,18,r,CIB,2021_Dec_15_1451,WASABI Nback,2020.2.10,59.99498441952526,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,None,None,None,None,0,153.85365810000803,None,153.85365810000803,154.85366940000677,154.82034750000457,None,0,1,153.85365810000803,None,,,,2,M,18,r,CIB,2021_Dec_15_1451,WASABI Nback,2020.2.10,59.99498441952526,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,None,None,0,155.78701050000382,None,155.78701050000382,156.7870222000056,156.7703662999993,157.770382600007,0,1,155.78701050000382,None,,,,2,M,18,r,CIB,2021_Dec_15_1451,WASABI Nback,2020.2.10,59.99498441952526,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,None,None,0,157.78703510000196,None,157.78703510000196,158.78704399999697,158.7703787000064,159.77038800000446,0,1,157.78703510000196,None,,,,2,M,18,r,CIB,2021_Dec_15_1451,WASABI Nback,2020.2.10,59.99498441952526,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,None,None,0,159.78704409999773,None,159.78704409999773,160.78704890000517,160.77038899999752,161.77041009999812,0,1,159.78704409999773,None,,,,2,M,18,r,CIB,2021_Dec_15_1451,WASABI Nback,2020.2.10,59.99498441952526,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,4,4,4,,,,,,,,,None,None,0,161.78706309999689,None,161.78706309999689,162.78706930000044,162.77041320000717,163.77040920000582,0,1,161.78706309999689,None,,,,2,M,18,r,CIB,2021_Dec_15_1451,WASABI Nback,2020.2.10,59.99498441952526,
0,1,9,"[0.2, -0.2]",1,0,0,0,0,,,,,0,0,0,0,0,5,5,5,,,,,,,,,None,None,0,163.78708290000213,None,163.78708290000213,164.78708569999435,164.7704267000081,165.77043689999846,0,1,163.78708290000213,None,,,,2,M,18,r,CIB,2021_Dec_15_1451,WASABI Nback,2020.2.10,59.99498441952526,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,6,6,6,,,,,,,,,None,None,0,165.7871257999941,None,165.7871257999941,166.78711590000603,166.77043489999778,167.77035140000226,0,1,165.7871257999941,None,,,,2,M,18,r,CIB,2021_Dec_15_1451,WASABI Nback,2020.2.10,59.99498441952526,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,7,7,7,,,,,,,,,None,None,0,167.78713250000146,None,167.78713250000146,168.7871490999969,168.7704592000082,169.770465900001,0,1,167.78713250000146,None,,,,2,M,18,r,CIB,2021_Dec_15_1451,WASABI Nback,2020.2.10,59.99498441952526,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,8,8,8,,,,,,,,,None,None,0,169.78713029999926,None,169.78713029999926,170.78715910000028,170.77047879999736,171.77048819999618,0,1,169.78713029999926,None,,,,2,M,18,r,CIB,2021_Dec_15_1451,WASABI Nback,2020.2.10,59.99498441952526,
