runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,body_site_order,
,,,,,4.4935139999724925,None,space,1.4548647003248334,4.4935139999724925,None,1,m,1,r,MS,2021_Apr_16_1239,bodysite,2020.2.5,59.720674365038626,"['Right Arm', 'Chest', 'Right Leg', 'Left Leg', 'Abdomen', 'Left Face', 'Right Face', 'Left Arm']",
