RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,fixation_1.started,fixation_1.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
0,1,,,,0,0,0,0,,,,,0,0,0,0,,,,,21.379905699985102,None,space,58.001539299992146,21.379905699985102,None,,,,,,,,,,,,,,,,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,0,0,0,,,,,,,None,None,None,None,[],None,None,None,None,None,None,[],[],None,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,2,"[0, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,1,1,1,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,2,2,2,,,,,,,,,None,None,0,85.57242260000203,None,85.57242260000203,None,None,None,0,1,85.57242260000203,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,3,3,3,,,,,,,,,None,None,0,86.42241279999143,None,86.42241279999143,87.42241169998306,87.40575410000747,88.40574429999106,0,1,86.42241279999143,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,4,4,4,,,,,,,,,None,None,0,88.42243859998416,None,88.42243859998416,89.42243529998814,89.4057547999837,90.40578000000096,0,1,88.42243859998416,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,9,"[0.2, -0.2]",1,0,0,0,0,,,,,0,0,0,0,0,5,5,5,,,,,,,,,None,None,0,90.4224441999977,None,90.4224441999977,91.42244140000548,91.40578359999927,92.40577169999597,0,1,90.4224441999977,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,6,6,6,,,,,,,,,None,None,0,92.42245250000269,None,92.42245250000269,93.42245730001014,93.40579129999969,94.40578219998861,0,1,92.42245250000269,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,1,"[-0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,7,7,7,,,,,,,,,None,None,0,94.42246649999288,None,94.42246649999288,95.42244590001064,95.40580159999081,96.40579970000545,0,1,94.42246649999288,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,5,"[0, 0]",None,0,0,0,0,,,,,0,0,0,0,0,8,8,8,,,,,,,,,None,None,0,96.42249510000693,None,96.42249510000693,97.42249759999686,97.40581949998159,98.40582839999115,0,1,96.42249510000693,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,7,"[-0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,9,9,9,,,,,,,,,None,None,0,98.42239239998162,None,98.42239239998162,99.42237980000209,99.40583529998548,100.40582429998904,0,1,98.42239239998162,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,5,"[0, 0]",1,0,0,0,0,,,,,0,0,0,0,0,10,10,10,,,,,,,,,None,None,0,100.42252399999416,None,100.42252399999416,101.42252940000617,101.40584890000173,102.40583889998379,0,1,100.42252399999416,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,6,"[0.2, 0]",None,0,0,0,0,,,,,0,0,0,0,0,11,11,11,,,,,,,,,None,None,0,102.42249789999914,None,102.42249789999914,103.4225371000066,103.4058662999887,104.40585660000215,0,1,102.42249789999914,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,3,"[0.2, 0.2]",None,0,0,0,0,,,,,0,0,0,0,0,12,12,12,,,,,,,,,None,None,0,104.42255170000135,None,104.42255170000135,105.42254910001066,105.40586589998566,106.4058909000014,0,1,104.42255170000135,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,6,"[0.2, 0]",1,0,0,0,0,,,,,0,0,0,0,0,13,13,13,,,,,,,,,None,None,0,106.42253549999441,None,106.42253549999441,107.42256690000067,107.40587940000114,108.40590209999937,0,1,106.42253549999441,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,8,"[0, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,14,14,14,,,,,,,,,None,None,0,108.42257209998206,None,108.42257209998206,109.42260580000584,109.40590849998989,110.40591579998727,0,1,108.42257209998206,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
0,1,9,"[0.2, -0.2]",None,0,0,0,0,,,,,0,0,0,0,0,15,15,15,,,,,,,,,None,None,0,110.42258680000668,None,110.42258680000668,111.42259060000652,111.40591090000817,112.40591619999032,0,1,110.42258680000668,None,,,6,m,11,r,MK,2022_Jan_14_1143,WASABI Nback,2020.2.10,60.0041642962622,
