Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,MovementInstructionText.started,MovementInstructionRead.keys,MovementInstructionRead.rt,MovementInstructionRead.started,MovementInstructionRead.stopped,BodySiteCue.started,BodySiteCue.stopped,fix_cross.started,fix_cross.stopped,subject number,gender,session,handedness,scanner,date,psychopyVersion,expName,frameRate,runList,
44.11406619986519,None,space,1.316756100161001,44.11406619986519,None,,,,,,,,,,1,M,7,R,KB,2021_May_25_1316,2020.2.5,movemap,60.02800901673124,"[['Right Leg', 'Left Leg', 'Right Arm', 'Rest', 'Chest', 'Right Face', 'Rest', 'Left Arm', 'Rest', 'Left Face', 'Rest', 'Abdomen', 'Chest', 'Left Arm', 'Right Leg', 'Rest', 'Abdomen', 'Right Face', 'Left Leg', 'Rest', 'Right Arm', 'Rest', 'Left Face', 'Rest'], ['Right Leg', 'Right Arm', 'Rest', 'Chest', 'Rest', 'Abdomen', 'Right Face', 'Left Leg', 'Rest', 'Left Face', 'Left Arm', 'Rest', 'Chest', 'Rest', 'Left Arm', 'Left Face', 'Rest', 'Right Leg', 'Right Face', 'Right Arm', 'Rest', 'Left Leg', 'Abdomen', 'Rest'], ['Abdomen', 'Chest', 'Right Face', 'Rest', 'Right Arm', 'Rest', 'Right Leg', 'Rest', 'Left Leg', 'Rest', 'Left Face', 'Left Arm', 'Left Leg', 'Right Leg', 'Abdomen', 'Rest', 'Chest', 'Right Arm', 'Left Arm', 'Rest', 'Right Face', 'Left Face', 'Rest']]",
,,,,,,45.45837810006924,space,235.5490137001034,45.45837810006924,None,1721.4555968998466,1722.9556026000064,1739.4390183999203,1739.4390183999203,,,,,,,,,,,
