	onset	duration	phase	condition
0	1342.9188359999098	-1324.9229948290158	cue	Abdomen
1	1344.4021792998537	-1326.4063381289598	movement	Abdomen
2	1360.95230549993	-1342.9575070599094	cue	Chest
3	1362.4356364998966	-1344.4408380598761	movement	Chest
4	1378.986028000014	-1360.9902891602833	cue	Right Face
5	1380.4691287998576	-1362.473389960127	movement	Right Face
6	1396.9693072000518	-1378.9590150900185	rest	Rest
7	1415.036449099891	-1397.0519510600716	cue	Right Arm
8	1416.5027658999898	-1398.5182678601705	movement	Right Arm
9	1433.003112199949	-1414.9913172901142	rest	Rest
10	1451.0530652999878	-1433.0703021599911	cue	Right Leg
11	1452.5197346999776	-1434.5369715599809	movement	Right Leg
12	1469.0194941000082	-1451.008528789971	rest	Rest
13	1487.0702346998733	-1469.086315769935	cue	Left Leg
14	1488.5533849999774	-1470.5694660700392	movement	Left Leg
15	1505.0535464999266	-1487.0429101898335	rest	Rest
16	1523.1036638000514	-1505.118729870068	cue	Left Face
17	1524.5870207999833	-1506.6020868699998	movement	Left Face
18	1541.1540860999376	-1523.1697117600124	cue	Left Arm
19	1542.6371537998784	-1524.6527794599533	movement	Left Arm
20	1559.1872994999867	-1541.192025060067	cue	Left Leg
21	1560.6706431000493	-1542.6753686601296	movement	Left Leg
22	1577.2210547998548	-1559.2308115698397	cue	Right Leg
23	1578.7041239000391	-1560.713880670024	movement	Right Leg
24	1595.2542693000287	-1577.2582436602097	cue	Abdomen
25	1596.7376452998724	-1578.7416196600534	movement	Abdomen
26	1613.237343299901	-1595.2263270898256	rest	Rest
27	1631.287902199896	-1613.2911834600382	cue	Chest
28	1632.7712713999208	-1614.774552660063	movement	Chest
29	1649.338343200041	-1631.3397787602153	cue	Right Arm
30	1650.8214161999058	-1632.82285176008	movement	Right Arm
31	1667.3884767000563	-1649.4003205602057	cue	Left Arm
32	1668.8715722998604	-1650.8834161600098	movement	Left Arm
33	1685.3713004998863	-1667.3605426899157	rest	Rest
34	1703.4221254999284	-1685.427710760152	cue	Right Face
35	1704.9052001999225	-1686.9107854601461	movement	Right Face
36	1721.4555968998466	-1703.456424860051	cue	Left Face
37	1722.9386797999032	-1704.9395077601075	movement	Left Face
38	1739.4390183999203	-1721.4292534899432	rest	Rest
39	Condition Order: 	['Abdomen', 'Chest', 'Right Face', 'Rest', 'Right Arm', 'Rest', 'Right Leg', 'Rest', 'Left Leg', 'Rest', 'Left Face', 'Left Arm', 'Left Leg', 'Right Leg', 'Abdomen', 'Rest', 'Chest', 'Right Arm', 'Left Arm', 'Rest', 'Right Face', 'Left Face', 'Rest']		
