	onset	duration	rt	response	correct	bodySite	temperature	condition	pretrial-jitter
0	2.767544599948451	7.783338299952447				Right Face	47.5	2back Instructions	
1	14.792059700004756	1.999385500093922			1.0	Right Face	32.0	2back-nostim	
2	16.803815399995074	2.009237000020221			1.0	Right Face	32.0	2back-nostim	7.0
3	18.82100889994763	2.0082419998943806	0.41687429999001324	0.0	1.0	Right Face	32.0	2back-nostim	
4	20.836642500013113	2.010351800126955	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
5	22.853675399906933	2.0096463998779655	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
6	24.869963200064376	2.01044060010463	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
7	26.886647399980575	2.0104379998520017	0.5502059999853373	0.0	1.0	Right Face	32.0	2back-nostim	
8	28.903599499957636	2.0098933998961	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
9	30.919964799890295	2.0105578997172415	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
10	32.9372338000685	2.009364200057462	0.5335540999658406	0.0	1.0	Right Face	32.0	2back-nostim	
11	37.96057890006341	42.9670124000404				Right Face	47.5	2back Instructions	
12	49.97576569998637	1.9992931997403502			1.0	Right Face	32.0	2back-nostim	
13	51.98760069999844	2.0089767000172287			1.0	Right Face	32.0	2back-nostim	7.0
14	54.003772400086746	2.0099922996014357	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
15	56.0204632000532	2.009995199739933	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
16	58.03692610003054	2.0104643998201936	0.4502256999257952	0.0	1.0	Right Face	32.0	2back-nostim	
17	60.05372349987738	2.0102180996909738	0.7835615000221878	0.0	1.0	Right Face	32.0	2back-nostim	
18	62.07045489992015	2.010096200276166	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
19	64.08706149994396	2.01032210001722	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
20	66.1040785999503	2.009596300078556	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
21	68.12037359992974	2.010358499828726	0.46688030008226633	0.0	1.0	Right Face	32.0	2back-nostim	
22	77.14548989990726	82.15060599986464				Right Face	47.5	2back Instructions	
23	85.1590678000357	1.9999744999222457			1.0	Right Face	32.0	2back-nostim	
24	87.17090869997628	2.009632100118324			1.0	Right Face	32.0	2back-nostim	3.0
25	89.18772939988412	2.0094157999847084	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
26	91.20499129989184	2.0082339998334646	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
27	93.22050360008143	2.010590099962428	0.45022740005515516	0.0	1.0	Right Face	32.0	2back-nostim	
28	95.23735619988292	2.010242400225252	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
29	97.25429459987208	2.00970990001224	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
30	99.27059309999458	2.0104751996695995	0.5671069000381976	0.0	1.0	Right Face	32.0	2back-nostim	
31	101.28743049991317	2.0102024998050183	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
32	103.30427780002356	2.009875999763608	0.0	2.0	1.0	Right Face	32.0	2back-nostim	
33	110.32790769985877	115.33423639996909				Right Face	32.0	2back Instructions	
34	120.34253929997794	1.9836278001312166			1.0	Right Face	47.5	2back-stim	
35	122.33801790000871	2.009406399913132			1.0	Right Face	47.5	2back-stim	5.0
36	124.35420639999211	2.010372499935329	0.6835752001497895	0.0	1.0	Right Face	47.5	2back-stim	
37	126.37087049987167	2.0104209997225553	0.0	2.0	1.0	Right Face	47.5	2back-stim	
38	128.4169347998686	1.968317599967122	0.0	2.0	1.0	Right Face	47.5	2back-stim	
39	130.40445140004158	2.010007199831307	0.0	2.0	1.0	Right Face	47.5	2back-stim	
40	132.4212040998973	2.009858699981123	0.0	2.0	1.0	Right Face	47.5	2back-stim	
41	134.43765920004807	2.0103104999288917	0.0	2.0	1.0	Right Face	47.5	2back-stim	
42	136.4541901999619	2.0105230000335723	0.4502566000446677	0.0	1.0	Right Face	47.5	2back-stim	
43	138.47093770001084	2.010489499894902	0.0	2.0	1.0	Right Face	47.5	2back-stim	
44	147.4891512999311	5.007939499802887		36.66666666666667		Right Face	47.5	2back-stim Rating	7.0
45	152.4944392000325	157.50147949997336				Right Face	32.0	2back Instructions	
46	160.52626329986379	2.0002520997077227			1.0	Right Face	47.5	2back-stim	
47	162.53845879994333	2.0092320998664945			1.0	Right Face	47.5	2back-stim	3.0
48	164.55479569989257	2.0097993998788297	0.0	2.0	1.0	Right Face	47.5	2back-stim	
49	166.57113509997725	2.010588899953291	0.4170138998888433	0.0	1.0	Right Face	47.5	2back-stim	
50	168.61502470006235	1.9728766998741776	0.0	2.0	1.0	Right Face	47.5	2back-stim	
51	170.60507629998028	2.0094903998542577	0.0	2.0	1.0	Right Face	47.5	2back-stim	
52	172.62135079992004	2.0102826999500394	0.0	2.0	1.0	Right Face	47.5	2back-stim	
53	174.6382257998921	2.009916699724272	0.6835832002107054	0.0	1.0	Right Face	47.5	2back-stim	
54	176.6547819999978	2.0101264999248087	0.0	2.0	1.0	Right Face	47.5	2back-stim	
55	178.6713830998633	2.010320299770683	0.33354949997738004	0.0	1.0	Right Face	47.5	2back-stim	
56	183.68858750001527	5.0097064999863505		37.592592592592595		Right Face	47.5	2back-stim Rating	3.0
57	188.69380060001276	193.70203669997863				Right Face	32.0	2back Instructions	
58	200.72655380005017	2.000359799945727			1.0	Right Face	47.5	2back-stim	
59	202.73867099988274	2.0095311999320984			1.0	Right Face	47.5	2back-stim	7.0
