RestT1,TaskT1,square,location,corrAns,counterbalancer.thisRepN,counterbalancer.thisTrialN,counterbalancer.thisN,counterbalancer.thisIndex,RestT1Loop.thisRepN,RestT1Loop.thisTrialN,RestT1Loop.thisN,RestT1Loop.thisIndex,TaskT1Loop.thisRepN,TaskT1Loop.thisTrialN,TaskT1Loop.thisN,TaskT1Loop.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,NbackInstructions.started,NbackInstructions.stopped,NbackStart.keys,NbackStart.rt,NbackStart.started,NbackStart.stopped,fixation_2.started,fixation_2.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,response_2.rt,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
1,0,,,,0,0,0,0,0,0,0,0,,,,,,,,,52.228870700004336,None,,,,,,,,,,,,,,,,,,,,,,,7,F,7,R,SK,2022_Jan_12_1631,WASABI Nback,2020.2.10,59.98789444412794,
0,1,,,,0,1,1,1,,,,,0,0,0,0,,,,,,,333.21436769999855,None,space,36.721444700000575,333.21436769999855,None,,,,,,,,,,,,,,,,,7,F,7,R,SK,2022_Jan_12_1631,WASABI Nback,2020.2.10,59.98789444412794,
0,1,5,"[0, 0]",None,0,1,1,1,,,,,0,0,0,0,0,0,0,0,,,,,,,,,None,None,None,None,[],None,None,None,None,None,None,[],[],None,None,,7,F,7,R,SK,2022_Jan_12_1631,WASABI Nback,2020.2.10,59.98789444412794,
0,1,2,"[0, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,None,None,[],None,None,None,None,None,None,[],[],None,None,,7,F,7,R,SK,2022_Jan_12_1631,WASABI Nback,2020.2.10,59.98789444412794,
0,1,6,"[0.2, 0]",None,0,1,1,1,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,None,None,0,375.2313359000036,None,375.2313359000036,376.2313263000033,376.21468240000104,None,0,1,375.2313359000036,None,,7,F,7,R,SK,2022_Jan_12_1631,WASABI Nback,2020.2.10,59.98789444412794,
0,1,9,"[0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,None,None,0,376.9813437999983,None,376.9813437999983,377.9813359000036,377.9647028000036,378.9646169999978,0,1,376.9813437999983,None,,7,F,7,R,SK,2022_Jan_12_1631,WASABI Nback,2020.2.10,59.98789444412794,
0,1,3,"[0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,None,None,0,378.9813520000025,None,378.9813520000025,379.9813710000017,379.96471120000206,380.96471069999825,0,1,378.9813520000025,None,,7,F,7,R,SK,2022_Jan_12_1631,WASABI Nback,2020.2.10,59.98789444412794,
0,1,9,"[0.2, -0.2]",1,0,1,1,1,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,None,None,0,380.9813590999984,None,380.9813590999984,381.9813778000025,381.9647113000028,382.9647236000019,0,0,380.9813590999984,None,,7,F,7,R,SK,2022_Jan_12_1631,WASABI Nback,2020.2.10,59.98789444412794,
0,1,7,"[-0.2, -0.2]",None,0,1,1,1,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,None,None,0,382.9813928000003,None,382.9813928000003,383.9813886000047,383.96474500000477,384.96475479999935,0,0,382.9813928000003,None,,7,F,7,R,SK,2022_Jan_12_1631,WASABI Nback,2020.2.10,59.98789444412794,
0,1,1,"[-0.2, 0.2]",None,0,1,1,1,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,None,None,0,384.98140389999753,None,384.98140389999753,385.9814036000025,385.96474509999825,386.9647499999992,0,1,384.98140389999753,None,,7,F,7,R,SK,2022_Jan_12_1631,WASABI Nback,2020.2.10,59.98789444412794,
