runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,5.159568700008094,None,space,0.9836734693877551,5.159568700008094,None,,,,,,,,999,m,2,99,r,TEST,2021_May_28_1144,2020.2.5,bodymapST2,59.965016380410134,"['Left Face', 'Right Arm', 'Right Face', 'Left Leg']",
,,,,,,,,,,,6.214579300023615,6.214579300023615,None,space,0.9836734693877551,6.214579300023615,None,,,,,,,,,,,,
