square,location,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,grid_lines.started,grid_lines.stopped,target_square.started,target_square.stopped,fixation_2.started,fixation_2.stopped,response.corr,response.x,response.y,response.leftButton,response.click_left,response.click_right,response.started,response.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.click,response_2.corr,response_2.started,response_2.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,response.click,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,response.rt_left,response.rt_right,response_2.rt_left,response_2.rt_right,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,1062.1250201000075,None,1062.1250201000075,1063.1250340999977,1063.1083485999989,1064.1083651999943,0,None,None,"[0, 0, 0]",,,1062.1250201000075,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
7,"[-0.2, -0.2]",0,0,6,6,6,,,,,,,1064.1250379999983,1064.1250379999983,1064.1250379999983,1065.1250448000064,1065.1083777000022,1066.108372200004,1,None,None,"[0, 0, 0]",,,1064.1250379999983,1064.1250379999983,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
6,"[0.2, 0]",0,0,7,7,7,,,,,,,1066.1250425000035,1066.1250425000035,1066.1250425000035,1067.1250690000015,1067.1083952000045,1068.1083849999995,1,None,None,"[0, 0, 0]",,,1066.1250425000035,1066.1250425000035,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
6,"[0.2, 0]",1,0,8,8,8,,,,,,,1068.1250667999993,1068.1250667999993,1068.1250667999993,1069.1250676000054,1069.1084115999984,1070.1083988000028,1,None,None,"[0, 0, 0]",,,1068.1250667999993,1068.1250667999993,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
1,"[-0.2, 0.2]",0,0,9,9,9,,,,,,,1070.125077100005,1070.125077100005,1070.125077100005,1071.1250890999945,1071.108426699997,1072.1084167999943,0,None,None,"[0, 0, 0]",,,1070.125077100005,1070.125077100005,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
,,,,,,,,,,,1072.125089299996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.432098765432098,1052.0881552100036,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
2,"[0, 0.2]",None,,,,,0,0,0,0,1087.325217599995,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1092.1752592999983,None,1092.1752592999983,1093.1752590999968,1093.1585876000026,1094.1586050000042,"[0, 0, 0]",1,1092.1752592999983,None,,,,,,,,,,,0.014024589996552095,5.010654689991497,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
5,"[0, 0]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1094.175261700002,1096.1753127999982,1094.175261700002,1095.1752866000024,1095.1586052000057,1096.1586217000004,"[0, 0, 0]",1,1094.175261700002,1096.1753127999982,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
3,"[0.2, 0.2]",0,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1096.191961500008,1098.191963499994,1096.191961500008,1097.1919622999994,1097.1751922999974,1098.1752879999985,"[0, 0, 0]",1,1096.191961500008,1098.191963499994,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
5,"[0, 0]",1,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1098.2087025000073,1100.208584299995,1098.2087025000073,1099.2081250000047,1099.1919817000016,1100.1919766000065,"[0, 0, 0]",1,1098.2087025000073,1100.208584299995,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
2,"[0, 0.2]",0,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1100.292333999998,None,1100.292333999998,1101.2919923000009,1101.2753245000058,None,"[0, 0, 0]",1,1100.292333999998,None,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
8,"[0, -0.2]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1102.2418968999991,1104.2420091999957,1102.2418968999991,1103.2420108000078,1103.225350599998,1104.2253353999986,"[0, 0, 0]",0,1102.2418968999991,1104.2420091999957,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
4,"[-0.2, 0]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1104.258699500002,1106.2586975000013,1104.258699500002,1105.2587220999994,1105.242026100008,1106.242028099994,"[0, 0, 0]",1,1104.258699500002,1106.2586975000013,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
8,"[0, -0.2]",1,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1106.2753501999978,1108.2753639000002,1106.2753501999978,1107.275373299999,1107.258711100003,1108.2587082999962,"[0, 0, 0]",1,1106.2753501999978,1108.2753639000002,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
7,"[-0.2, -0.2]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1108.2920395999972,1110.2920560000057,1108.2920395999972,1109.2920530999982,1109.2753757000028,1110.2753942999989,"[0, 0, 0]",1,1108.2920395999972,1110.2920560000057,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
8,"[0, -0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1110.3087206000055,1112.308753300007,1110.3087206000055,1111.3087484999996,1111.2920635000046,1112.2920183999959,"[0, 0, 0]",1,1110.3087206000055,1112.308753300007,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
,,,,,,,,,,,1112.3254061000043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.209876543209877,1092.2877375099924,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
2,"[0, 0.2]",None,,,,,0,0,0,0,1128.1088956000021,None,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1132.375574699996,None,1132.375574699996,1133.3755772000004,1133.3589130000037,1134.3588968999975,"[0, 0, 0]",1,1132.375574699996,None,,,,,,,,,,,0.014766890002647415,5.01219349000894,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
2,"[0, 0.2]",None,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1134.3755855000054,1136.3755900999968,1134.3755855000054,1135.375591300006,1135.358917400008,1136.358931499999,"[0, 0, 0]",1,1134.3755855000054,1136.3755900999968,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
2,"[0, 0.2]",1,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1136.3922648000007,1138.3922687000013,1136.3922648000007,1137.3922654000053,1137.375595599995,1138.3756173000002,"[0, 0, 0]",1,1136.3922648000007,1138.3922687000013,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
8,"[0, -0.2]",0,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1138.4089673999988,1140.4089430000022,1138.4089673999988,1139.4089557999978,1139.3922738999972,1140.3922868000082,"[0, 0, 0]",1,1138.4089673999988,1140.4089430000022,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
2,"[0, 0.2]",1,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1140.475237999999,None,1140.475237999999,1141.4756328999938,1141.442299500006,None,"[0, 0, 0]",0,1140.475237999999,None,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
5,"[0, 0]",0,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1142.4422980999952,1144.4423225000064,1142.4422980999952,1143.4423198000004,1143.4256430999958,1144.4256515000015,"[0, 0, 0]",0,1142.4422980999952,1144.4423225000064,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
1,"[-0.2, 0.2]",0,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1144.4589794000058,1146.4589972999966,1144.4589794000058,1145.4589938999998,1145.4423271999985,1146.4423450000031,"[0, 0, 0]",0,1144.4589794000058,1146.4589972999966,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
1,"[-0.2, 0.2]",0,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1146.4756770999957,1148.4756799000024,1146.4756770999957,1147.475677399998,1147.459019300004,1148.4590251000045,"[0, 0, 0]",0,1146.4756770999957,1148.4756799000024,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
6,"[0.2, 0]",0,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1148.4923640000052,1150.4923570999963,1148.4923640000052,1149.4923598000023,1149.4756783000048,1150.4757078999974,"[0, 0, 0]",0,1148.4923640000052,1150.4923570999963,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
1,"[-0.2, 0.2]",1,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,None,None,"[0, 0, 0]",1150.5090364000062,1152.5090509000001,1150.5090364000062,1151.5090347000078,1151.4923666999966,1152.4923815999937,"[0, 0, 0]",0,1150.5090364000062,1152.5090509000001,,,,,,,,,,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
,,,,,,,,,,,1152.525733500006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.14814814814815,1128.537887110011,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
5,"[0, 0]",None,0,0,0,0,,,,,1411.344753199999,None,1416.1777734000061,None,1416.1777734000061,1417.1776669999963,1417.1610777000024,None,1,None,None,"[0, 0, 0]",,,1416.1777734000061,None,,,,,,,,,,,,,,,,,,,1201.7930281000008,1201.7930281000008,None,space,181.35677179999766,1201.7930281000008,None,"[0, 0, 0]",,,0.014899789995979518,5.012232089997269,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
5,"[0, 0]",1,0,1,1,1,,,,,,,1418.1277905000024,None,1418.1277905000024,1419.127800999995,1419.1111092000065,1420.1111235999997,1,None,None,"[1, 0, 0]",,,1418.1277905000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 0, 0]",,,,,1.912829300010344,0.0,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
4,"[-0.2, 0]",0,0,2,2,2,,,,,,,1420.1277727999986,1420.1277727999986,1420.1277727999986,1421.1278074000002,1421.1111216999998,1422.1111347999977,1,None,None,"[0, 0, 0]",,,1420.1277727999986,1420.1277727999986,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,1422.1278034999996,1422.1278034999996,1422.1278034999996,1423.1278101000062,1423.1111354000022,1424.1111417000066,1,None,None,"[0, 0, 0]",,,1422.1278034999996,1422.1278034999996,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
6,"[0.2, 0]",0,0,4,4,4,,,,,,,1424.1609294999944,1424.1609294999944,1424.1609294999944,1425.1611716000043,1425.1611716000043,None,1,None,None,"[0, 0, 0]",,,1424.1609294999944,1424.1609294999944,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
8,"[0, -0.2]",0,0,5,5,5,,,,,,,1426.144503100004,None,1426.144503100004,1427.1445039999962,1427.127832099999,1428.1278865000058,1,None,None,"[0, 0, 0]",,,1426.144503100004,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,1428.1445289999974,1428.1445289999974,1428.1445289999974,1429.1445246999938,1429.1278740999987,1430.127861800007,1,None,None,"[0, 0, 0]",,,1428.1445289999974,1428.1445289999974,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
4,"[-0.2, 0]",0,0,7,7,7,,,,,,,1430.1445304999943,1430.1445304999943,1430.1445304999943,1431.1445507000026,1431.1278689000028,1432.1279013000021,1,None,None,"[0, 0, 0]",,,1430.1445304999943,1430.1445304999943,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,1432.1445353000017,1432.1445353000017,1432.1445353000017,1433.1445439999952,1433.127896399994,1434.127877100007,1,None,None,"[0, 0, 0]",,,1432.1445353000017,1432.1445353000017,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
8,"[0, -0.2]",1,0,9,9,9,,,,,,,1434.1444615000073,1434.1444615000073,1434.1444615000073,1435.1445776000037,1435.1278998000053,1436.127919000006,1,None,None,"[0, 0, 0]",,,1434.1444615000073,1434.1444615000073,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
,,,,,,,,,,,1436.1445648999943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.74074074074075,1416.3068280099978,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
3,"[0.2, 0.2]",None,0,0,0,0,,,,,1453.9450835000025,None,1456.1947402000078,None,1456.1947402000078,1457.1947761000047,1457.1780806000024,1458.1780740999966,1,None,None,"[0, 0, 0]",,,1456.1947402000078,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014819290008745156,5.01203269000689,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
4,"[-0.2, 0]",0,0,1,1,1,,,,,,,1458.1947447999992,None,1458.1947447999992,1459.1947500999959,1459.178073899995,1460.178088700006,0,None,None,"[0, 0, 0]",,,1458.1947447999992,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,1460.1947731999971,1460.1947731999971,1460.1947731999971,1461.1947803999938,1461.1781132000033,1462.178110000008,0,None,None,"[0, 0, 0]",,,1460.1947731999971,1460.1947731999971,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
2,"[0, 0.2]",0,0,3,3,3,,,,,,,1462.1947856000043,1462.1947856000043,1462.1947856000043,1463.1947938999947,1463.178121200006,1464.1781281000003,0,None,None,"[0, 0, 0]",,,1462.1947856000043,1462.1947856000043,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
2,"[0, 0.2]",1,0,4,4,4,,,,,,,1464.2451622999943,1464.2451622999943,1464.2451622999943,1465.2448265999992,1465.2281354000006,None,0,None,None,"[0, 0, 0]",,,1464.2451622999943,1464.2451622999943,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
5,"[0, 0]",0,0,5,5,5,,,,,,,1466.2114775999944,None,1466.2114775999944,1467.2114675000048,1467.1948174999998,1468.1948301999946,0,None,None,"[0, 0, 0]",,,1466.2114775999944,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
1,"[-0.2, 0.2]",0,0,6,6,6,,,,,,,1468.2114900000015,1468.2114900000015,1468.2114900000015,1469.2115006999957,1469.1948226999957,1470.1948400999972,1,None,None,"[0, 0, 0]",,,1468.2114900000015,1468.2114900000015,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
1,"[-0.2, 0.2]",1,0,7,7,7,,,,,,,1470.211499099998,1470.211499099998,1470.211499099998,1471.2115118999936,1471.194856400005,1472.1948586000071,0,None,None,"[0, 0, 0]",,,1470.211499099998,1470.211499099998,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
8,"[0, -0.2]",0,0,8,8,8,,,,,,,1472.211515700008,1472.211515700008,1472.211515700008,1473.2115178999957,1473.194859299998,1474.1948673000006,1,None,None,"[0, 0, 0]",,,1472.211515700008,1472.211515700008,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
7,"[-0.2, -0.2]",0,0,9,9,9,,,,,,,1474.2115431999991,1474.2115431999991,1474.2115431999991,1475.2115479000058,1475.194887000005,1476.1949056000012,1,None,None,"[0, 0, 0]",,,1474.2115431999991,1474.2115431999991,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
,,,,,,,,,,,1476.2115420000046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.641975308641975,1458.173883409996,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
6,"[0.2, 0]",None,0,0,0,0,,,,,1493.4453741000034,None,1496.2616097999999,None,1496.2616097999999,1497.261701800002,1497.2450495999947,1498.245062899994,1,None,None,"[0, 0, 0]",,,1496.2616097999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,0.014791590001550503,5.012241489996086,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
6,"[0.2, 0]",1,0,1,1,1,,,,,,,1498.2617270000046,None,1498.2617270000046,1499.2617289000045,1499.245079100001,1500.245072699996,1,None,None,"[0, 0, 0]",,,1498.2617270000046,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
1,"[-0.2, 0.2]",0,0,2,2,2,,,,,,,1500.2617470999976,1500.2617470999976,1500.2617470999976,1501.2617294999945,1501.2450779000064,1502.2451045000053,0,None,None,"[0, 0, 0]",,,1500.2617470999976,1500.2617470999976,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
8,"[0, -0.2]",0,0,3,3,3,,,,,,,1502.2617517000035,1502.2617517000035,1502.2617517000035,1503.261766800002,1503.2451058000006,1504.2451013999962,1,None,None,"[0, 0, 0]",,,1502.2617517000035,1502.2617517000035,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,,,,,1504.295492300007,1504.295492300007,1504.295492300007,1505.2949953000061,1505.2784404999984,None,1,None,None,"[0, 0, 0]",,,1504.295492300007,1504.295492300007,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
4,"[-0.2, 0]",0,0,5,5,5,,,,,,,1506.278456400003,None,1506.278456400003,1507.278447100005,1507.261778,1508.2617048999964,1,None,None,"[0, 0, 0]",,,1506.278456400003,None,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
5,"[0, 0]",0,0,6,6,6,,,,,,,1508.2784719000047,1508.2784719000047,1508.2784719000047,1509.278472200007,1509.2618056000065,1510.2618149000045,1,None,None,"[0, 0, 0]",,,1508.2784719000047,1508.2784719000047,,,,,,,,,,,,,,,,,,,,,,,,,,"[0, 0, 0]",,,,,,,,,3,F,2,19,L,MCK,2021_Oct_05_1848,2020.2.10,distractmap2,59.99480444878698,"['Left Arm', 'Abdomen', 'Chest', 'Left Face']",
