square,location,corrAns,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation_1.started,fixation_1.stopped,response_2.x,response_2.y,response_2.leftButton,grid_lines_2.started,grid_lines_2.stopped,target_square_2.started,target_square_2.stopped,fixation_3.started,fixation_3.stopped,response_2.rt_left,response_2.rt_right,response_2.click,response_2.corr,response_2.started,response_2.stopped,ScoreReportText.started,ScoreReportText.stopped,ScoreReportResponse.keys,ScoreReportResponse.started,ScoreReportResponse.stopped,BodySiteInstructionText.started,BodySiteImg.started,BodySiteImg.stopped,BodySiteInstructionRead.keys,BodySiteInstructionRead.rt,BodySiteInstructionRead.started,BodySiteInstructionRead.stopped,IntensityRating.response,IntensityRating.rt,IntensityRating.started,IntensityRating.stopped,fixation_rest.started,fixation_rest.stopped,subject number,gender,distractMap first- or second-half (1 or 2),session,handedness,scanner,bodysite1 temp,bodysite2 temp,date,psychopyVersion,expName,frameRate,body_site_order,
3,"[0.2, 0.2]",1,0,11,11,11,,,None,None,"[0, 0, 0]",173.62695400000666,175.6269839000015,173.62695400000666,174.62698200001614,174.61030390000087,175.61031380001805,,,"[0, 0, 0]",1,173.62695400000666,175.6269839000015,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
1,"[-0.2, 0.2]",0,0,12,12,12,,,None,None,"[0, 0, 0]",175.64365900002304,177.64365380001254,175.64365900002304,176.64364600001136,176.62698380000074,177.62700890001724,,,"[0, 0, 0]",1,175.64365900002304,177.64365380001254,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
9,"[0.2, -0.2]",0,0,13,13,13,,,None,None,"[0, 0, 0]",177.6603278000257,179.6603353000246,177.6603278000257,178.6603239000251,178.64367940000375,179.64367320001475,,,"[0, 0, 0]",1,177.6603278000257,179.6603353000246,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
9,"[0.2, -0.2]",0,0,14,14,14,,,None,None,"[0, 0, 0]",179.6770211000112,181.67702370000188,179.6770211000112,180.6770182000182,180.660352100007,181.66036360000726,,,"[0, 0, 0]",1,179.6770211000112,181.67702370000188,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
8,"[0, -0.2]",0,0,15,15,15,,,None,None,"[0, 0, 0]",181.69368750002468,183.69370380000328,181.69368750002468,182.6937079000054,182.67704780001077,183.6770539000281,,,"[0, 0, 0]",1,181.69368750002468,183.69370380000328,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
6,"[0.2, 0]",0,0,16,16,16,,,None,None,"[0, 0, 0]",183.71039920000476,185.71039530000417,183.71039920000476,184.7103890000144,184.69372060001479,185.6937314000097,,,"[0, 0, 0]",1,183.71039920000476,185.71039530000417,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
3,"[0.2, 0.2]",0,0,17,17,17,,,None,None,"[0, 0, 0]",185.72707410002477,187.72708420001436,185.72707410002477,186.72708390001208,186.71042590000434,187.71049420000054,,,"[0, 0, 0]",1,185.72707410002477,187.72708420001436,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
6,"[0.2, 0]",1,0,18,18,18,,,None,None,"[0, 0, 0]",187.74375650001457,189.7437626000028,187.74375650001457,188.7437789000105,188.7270929000224,189.72710080002435,,,"[0, 0, 0]",1,187.74375650001457,189.7437626000028,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
5,"[0, 0]",0,0,19,19,19,,,None,None,"[0, 0, 0]",189.76043190000928,191.76045350002823,189.76043190000928,190.76043510000454,190.7437712000101,191.74377250002,,,"[0, 0, 0]",1,189.76043190000928,191.76045350002823,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
7,"[-0.2, -0.2]",0,0,20,20,20,,,None,None,"[0, 0, 0]",191.7771088000154,193.7771352000127,191.7771088000154,192.77711960001034,192.76044990000082,193.76046270001098,,,"[0, 0, 0]",1,191.7771088000154,193.7771352000127,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
5,"[0, 0]",1,0,21,21,21,,,None,None,"[0, 0, 0]",193.79382520000217,195.79382090002764,193.79382520000217,194.79381620002096,194.7771378000034,195.77715320000425,,,"[0, 0, 0]",1,193.79382520000217,195.79382090002764,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
1,"[-0.2, 0.2]",0,0,22,22,22,,,None,None,"[0, 0, 0]",195.81047450000187,197.81050010002218,195.81047450000187,196.81049750000238,196.7938466000196,197.79389000000083,,,"[0, 0, 0]",1,195.81047450000187,197.81050010002218,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
7,"[-0.2, -0.2]",0,0,23,23,23,,,None,None,"[0, 0, 0]",197.82717170001706,199.82720180001343,197.82717170001706,198.827182500012,198.81052350002574,199.8105223000166,,,"[0, 0, 0]",1,197.82717170001706,199.82720180001343,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
9,"[0.2, -0.2]",0,0,24,24,24,,,None,None,"[0, 0, 0]",199.84386079999967,201.84388540001237,199.84386079999967,200.8438809000072,200.82719810001436,201.82720310002333,,,"[0, 0, 0]",1,199.84386079999967,201.84388540001237,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
3,"[0.2, 0.2]",0,0,25,25,25,,,None,None,"[0, 0, 0]",201.86053610002273,203.86054690001765,201.86053610002273,202.86049770002137,202.84387850001804,203.84390480001457,,,"[0, 0, 0]",1,201.86053610002273,203.86054690001765,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
9,"[0.2, -0.2]",1,0,26,26,26,,,None,None,"[0, 0, 0]",203.87723110002116,205.8772292000067,203.87723110002116,204.87723500002176,204.8605556000257,205.86056710002595,,,"[0, 0, 0]",1,203.87723110002116,205.8772292000067,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
6,"[0.2, 0]",0,0,27,27,27,,,None,None,"[0, 0, 0]",205.89392080000835,207.89392600001884,205.89392080000835,206.89392600001884,206.87735730002169,207.87726640002802,,,"[0, 0, 0]",1,205.89392080000835,207.89392600001884,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
2,"[0, 0.2]",0,0,28,28,28,,,None,None,"[0, 0, 0]",207.91059420001693,209.91060580001795,207.91059420001693,208.9106071999995,208.89394620002713,209.89394770000945,,,"[0, 0, 0]",1,207.91059420001693,209.91060580001795,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
5,"[0, 0]",0,0,29,29,29,,,None,None,"[0, 0, 0]",209.92727600000217,211.92728590001934,209.92727600000217,210.92727560002822,210.91062800001237,211.91063290002057,,,"[0, 0, 0]",1,209.92727600000217,211.92728590001934,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
,,,,,,,,,,,,,,,,,,,,,,,,211.9438489000022,None,space,211.9438489000022,None,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
3,"[0.2, 0.2]",None,0,0,0,0,376.2120888000063,None,None,None,"[0, 0, 0]",383.21217180002714,385.2121747000201,383.21217180002714,384.2121727000049,384.19549060001737,385.1955017000146,,,"[0, 0, 0]",1,383.21217180002714,385.2121747000201,,,,,,215.64426390000153,215.64426390000153,None,space,143.6589057999954,215.64426390000153,None,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
3,"[0.2, 0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",385.22880140002235,387.228826400009,385.22880140002235,386.22884020002675,386.212180100003,387.2122058000241,,,"[0, 0, 0]",1,385.22880140002235,387.228826400009,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
5,"[0, 0]",0,0,2,2,2,,,None,None,"[0, 0, 0]",387.24553090002155,389.2455424000218,387.24553090002155,388.24552470000344,388.22887820002506,389.22882670001127,,,"[0, 0, 0]",1,387.24553090002155,389.2455424000218,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
1,"[-0.2, 0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",389.26219810001203,391.2622168000089,389.26219810001203,390.26229840001906,390.2455580000242,391.2455628000025,,,"[0, 0, 0]",1,389.26219810001203,391.2622168000089,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
5,"[0, 0]",1,0,4,4,4,,,None,None,"[0, 0, 0]",391.2788822000148,393.2787968000048,391.2788822000148,392.27891750002163,392.2622460000275,393.2622390000033,,,"[0, 0, 0]",1,391.2788822000148,393.2787968000048,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
8,"[0, -0.2]",0,0,5,5,5,,,None,None,"[0, 0, 0]",393.29556990001583,395.2956078000134,393.29556990001583,394.2956003000145,394.2789401000191,395.2789178000239,,,"[0, 0, 0]",1,393.29556990001583,395.2956078000134,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
5,"[0, 0]",1,0,6,6,6,,,None,None,"[0, 0, 0]",395.3122589000268,397.31226800000877,395.3122589000268,396.312264600012,396.2956184000068,397.2956137000001,,,"[0, 0, 0]",1,395.3122589000268,397.31226800000877,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",397.3288049000257,399.3289749000105,397.3288049000257,398.3289527000161,398.3122870000079,399.3122827000043,,,"[0, 0, 0]",1,397.3288049000257,399.3289749000105,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
5,"[0, 0]",1,0,8,8,8,,,None,None,"[0, 0, 0]",399.3456436000124,401.34564680000767,399.3456436000124,400.3456589000125,400.32895410002675,401.3289959000249,,,"[0, 0, 0]",1,399.3456436000124,401.34564680000767,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
7,"[-0.2, -0.2]",1,0,9,9,9,,,None,None,"[0, 0, 0]",401.36230700000306,403.36232070002006,401.36230700000306,402.3623266000068,402.34559920002357,403.3456648000283,,,"[0, 0, 0]",0,401.36230700000306,403.36232070002006,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
,,,,,,,,,,,,,,,,,,,,,,,,403.39566900001955,None,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
6,"[0.2, 0]",None,0,0,0,0,413.41242200002307,None,None,None,"[0, 0, 0]",418.4124584000092,420.4124737000093,418.4124584000092,419.41246340001817,419.395822600025,420.3958156000008,,,"[0, 0, 0]",1,418.4124584000092,420.4124737000093,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
1,"[-0.2, 0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",420.4291558000259,422.42918050001026,420.4291558000259,421.42915800001356,421.4124799000274,422.4124975000159,,,"[0, 0, 0]",1,420.4291558000259,422.42918050001026,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
6,"[0.2, 0]",1,0,2,2,2,,,None,None,"[0, 0, 0]",422.44584300002316,424.4458680000098,422.44584300002316,423.4458659000229,423.42918720000307,424.42919940000866,,,"[0, 0, 0]",1,422.44584300002316,424.4458680000098,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
4,"[-0.2, 0]",0,0,3,3,3,,,None,None,"[0, 0, 0]",424.46242200001143,426.46253680001246,424.46242200001143,425.4625191000232,425.4458788000047,426.4458890000242,,,"[0, 0, 0]",1,424.46242200001143,426.46253680001246,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,None,None,"[0, 0, 0]",426.47919850001927,428.47921850002604,426.47919850001927,427.47921020002104,427.46255290001864,428.4625463000266,,,"[0, 0, 0]",1,426.47919850001927,428.47921850002604,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
8,"[0, -0.2]",0,0,5,5,5,,,None,None,"[0, 0, 0]",428.4959041000111,430.4959331000282,428.4959041000111,429.49591360002523,429.4792507000093,430.47924280000734,,,"[0, 0, 0]",1,428.4959041000111,430.4959331000282,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
1,"[-0.2, 0.2]",1,0,6,6,6,,,None,None,"[0, 0, 0]",430.51256780000404,432.51259880000725,430.51256780000404,431.5125762000098,431.4959308000107,432.4959445000277,,,"[0, 0, 0]",1,430.51256780000404,432.51259880000725,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
8,"[0, -0.2]",1,0,7,7,7,,,None,None,"[0, 0, 0]",432.52925670001423,434.52928410001914,432.52925670001423,433.5292594000057,433.5126078000176,434.51260290000937,,,"[0, 0, 0]",1,432.52925670001423,434.52928410001914,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
1,"[-0.2, 0.2]",1,0,8,8,8,,,None,None,"[0, 0, 0]",434.5459496000258,436.54586090001976,434.5459496000258,435.5459666000097,435.52930370002287,436.52928050002083,,,"[0, 0, 0]",1,434.5459496000258,436.54586090001976,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
6,"[0.2, 0]",0,0,9,9,9,,,None,None,"[0, 0, 0]",436.5626376,438.5626312000095,436.5626376,437.5626472000149,437.5459725000255,438.5460026000219,,,"[0, 0, 0]",1,436.5626376,438.5626312000095,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
,,,,,,,,,,,,,,,,,,,,,,,,438.59588310000254,None,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
7,"[-0.2, -0.2]",None,0,0,0,0,450.612767100014,None,None,None,"[0, 0, 0]",453.61268580000615,455.61280040000565,453.61268580000615,454.61278360002325,454.59613970000646,455.596148200013,,,"[0, 0, 0]",1,453.61268580000615,455.61280040000565,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
7,"[-0.2, -0.2]",None,0,1,1,1,,,None,None,"[0, 0, 0]",455.62945690000197,457.6294899000204,455.62945690000197,456.6294747000211,456.6128142000234,457.6128300000273,,,"[0, 0, 0]",1,455.62945690000197,457.6294899000204,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
7,"[-0.2, -0.2]",1,0,2,2,2,,,None,None,"[0, 0, 0]",457.64616960001877,459.646186900005,457.64616960001877,458.6461767000146,458.6294845000084,459.6295008000161,,,"[0, 0, 0]",1,457.64616960001877,459.646186900005,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
5,"[0, 0]",0,0,3,3,3,,,None,None,"[0, 0, 0]",459.6628429000266,461.6628442000074,459.6628429000266,460.6628447000112,460.6461954000115,461.64619660002063,,,"[0, 0, 0]",1,459.6628429000266,461.6628442000074,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
1,"[-0.2, 0.2]",0,0,4,4,4,,,None,None,"[0, 0, 0]",461.67952360000345,463.67953320001834,461.67952360000345,462.6795203000074,462.6629394000047,463.6628646000172,,,"[0, 0, 0]",1,461.67952360000345,463.67953320001834,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
6,"[0.2, 0]",0,0,5,5,5,,,None,None,"[0, 0, 0]",463.6962067000277,465.69622720000916,463.6962067000277,464.6962305000052,464.6795604000217,465.6795455000247,,,"[0, 0, 0]",1,463.6962067000277,465.69622720000916,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
1,"[-0.2, 0.2]",1,0,6,6,6,,,None,None,"[0, 0, 0]",465.7128868,467.7128953000065,465.7128868,466.71285790001275,466.6962330000242,467.6962599000253,,,"[0, 0, 0]",1,465.7128868,467.7128953000065,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
7,"[-0.2, -0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",467.72958640000434,469.7295891000249,467.72958640000434,468.7295863000036,468.7129343000124,469.71292910000193,,,"[0, 0, 0]",1,467.72958640000434,469.7295891000249,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
6,"[0.2, 0]",0,0,8,8,8,,,None,None,"[0, 0, 0]",469.7462513000064,471.74627320002764,469.7462513000064,470.7462625000044,470.7296116000216,471.7296145000146,,,"[0, 0, 0]",1,469.7462513000064,471.74627320002764,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
7,"[-0.2, -0.2]",1,0,9,9,9,,,None,None,"[0, 0, 0]",471.7629384000029,473.76294240000425,471.7629384000029,472.7629457000003,472.7462909000169,473.74628040002426,,,"[0, 0, 0]",1,471.7629384000029,473.76294240000425,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
,,,,,,,,,,,,,,,,,,,,,,,,473.7796197000134,None,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
4,"[-0.2, 0]",None,0,0,0,0,482.246486500022,None,None,None,"[0, 0, 0]",488.79641330000595,490.7964396000025,488.79641330000595,489.7963461000181,489.7797600000049,490.77978240000084,,,"[0, 0, 0]",1,488.79641330000595,490.7964396000025,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
5,"[0, 0]",None,0,1,1,1,,,None,None,"[0, 0, 0]",490.81310840000515,492.8130257000157,490.81310840000515,491.81312940001953,491.796473400027,492.7964639000129,,,"[0, 0, 0]",1,490.81310840000515,492.8130257000157,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
6,"[0.2, 0]",0,0,2,2,2,,,None,None,"[0, 0, 1]",492.82978870000807,494.8298207000189,492.82978870000807,493.829799500003,493.81313840000075,494.81317000000854,0.0,1.6336850999796297,"[0, 0, 1]",1,492.82978870000807,494.8298207000189,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
1,"[-0.2, 0.2]",0,0,3,3,3,,,None,None,"[0, 0, 0]",494.8464789999998,496.84650760001387,494.8464789999998,495.8465008000203,495.82982830001856,496.8298468000139,,,"[0, 0, 0]",1,494.8464789999998,496.84650760001387,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
6,"[0.2, 0]",1,0,4,4,4,,,None,None,"[0, 0, 0]",496.8968367000052,None,496.8968367000052,497.8965072000283,497.8798460000253,None,,,"[0, 0, 0]",1,496.8968367000052,None,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
1,"[-0.2, 0.2]",1,0,5,5,5,,,None,None,"[0, 0, 0]",498.8798586000048,500.8798811000015,498.8798586000048,499.8798627000069,499.86320040002465,500.86321390001103,,,"[0, 0, 0]",1,498.8798586000048,500.8798811000015,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
2,"[0, 0.2]",0,0,6,6,6,,,None,None,"[0, 0, 0]",500.89653920001,502.89655540001695,500.89653920001,501.8965385000047,501.8799409000203,502.87989600002766,,,"[0, 0, 0]",1,500.89653920001,502.89655540001695,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
3,"[0.2, 0.2]",0,0,7,7,7,,,None,None,"[0, 0, 0]",502.9132349000138,504.9132406000281,502.9132349000138,503.9132465000148,503.89657300000545,504.8965796000266,,,"[0, 0, 0]",1,502.9132349000138,504.9132406000281,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
6,"[0.2, 0]",0,0,8,8,8,,,None,None,"[0, 0, 0]",504.92989900000975,506.9299247000017,504.92989900000975,505.92992360002245,505.9132835000055,506.91327480002656,,,"[0, 0, 0]",1,504.92989900000975,506.9299247000017,,,,,,,,,,,,,,,,,,,5,m,3.1,29,r,Mh IN,49,49,2022_Jul_15_1724,2020.2.10,distractmap,59.97217291630973,"['Left Face', 'Right Face', 'Left Face', 'Right Face']",
