runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,bodymap first- or second-half (1 or 2),session,handedness,scanner,date,psychopyVersion,expName,frameRate,body_site_order,
,,,,,27.63465839996934,None,space,0.3099230001680553,27.63465839996934,None,2,M,1,2,r,MS,2021_May_03_1134,2020.2.5,bodymap1,60.00085200461607,"['Right Arm', 'Left Face', 'Right Face', 'Left Arm']",
