runLoop.thisRepN,runLoop.thisTrialN,runLoop.thisN,runLoop.thisIndex,runSeq,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,moviefile,Begin.started,Begin.stopped,BeginTask.keys,BeginTask.rt,BeginTask.started,BeginTask.stopped,subject number,gender,session,handedness,scanner,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,22.355731299961917,None,space,1.1438330999808386,22.355731299961917,None,1,m,1,r,MS,2022_Sep_22_1311,Hyperalignment,2020.2.10,60.00978161299634,
