	onset	duration	rt	mouseclick	correct	condition	score	SID	date	sex	session
0	462.3958225999959	1.9139165999367833	1.12652949988842	0	1	Practice 0-back	3.3333333333333335	2170	2023-03-30_11h07.43.589	M	02
1	464.34903639997356	1.9581102998927236	0.49726199987344444	0	1	Practice 0-back	6.666666666666667	2170	2023-03-30_11h07.43.589	M	02
2	466.3435018998571	1.9681104999035597	0.5690422998741269	0	1	Practice 0-back	10.0	2170	2023-03-30_11h07.43.589	M	02
3	468.3401201998349	1.974479499971494	0.39071800000965595	0	1	Practice 0-back	13.333333333333334	2170	2023-03-30_11h07.43.589	M	02
4	470.34225989994593	1.9696751998271793	0.35393099999055266	0	1	Practice 0-back	16.666666666666668	2170	2023-03-30_11h07.43.589	M	02
5	472.3402006998658	1.9733107001520693	0.40476860012859106	0	1	Practice 0-back	20.0	2170	2023-03-30_11h07.43.589	M	02
6	474.3396662999876	1.9741848001722246	0.5401845001615584	0	1	Practice 0-back	23.333333333333332	2170	2023-03-30_11h07.43.589	M	02
7	476.34087169985287	1.9708577001001686	0.386869499925524	0	1	Practice 0-back	26.666666666666668	2170	2023-03-30_11h07.43.589	M	02
8	478.33308080001734	1.969267450273037	0.33244109991937876	0	1	Practice 0-back	30.0	2170	2023-03-30_11h07.43.589	M	02
9	480.3418966999743	1.9682966999243945	0.30206270003691316	0	1	Practice 0-back	33.333333333333336	2170	2023-03-30_11h07.43.589	M	02
10	482.3401909999084	1.9705350000876933	0.2876373000908643	0	1	Practice 0-back	36.666666666666664	2170	2023-03-30_11h07.43.589	M	02
11	484.3395791000221	1.9718272001482546	0.32072199997492135	0	1	Practice 0-back	40.0	2170	2023-03-30_11h07.43.589	M	02
12	486.3386048998218	1.9725230999756604	0.40542589989490807	0	1	Practice 0-back	43.333333333333336	2170	2023-03-30_11h07.43.589	M	02
13	488.3381419000216	1.9730920996516943	0.31970589980483055	0	1	Practice 0-back	46.666666666666664	2170	2023-03-30_11h07.43.589	M	02
14	490.3378000999801	1.9735360997729003	0.3384737998712808	0	1	Practice 0-back	50.0	2170	2023-03-30_11h07.43.589	M	02
15	492.3369919999968	1.9744365999940783	0.3225513999350369	0	1	Practice 0-back	53.333333333333336	2170	2023-03-30_11h07.43.589	M	02
16	494.3379567998927	1.9720763000659645	0.3200896999333054	0	1	Practice 0-back	56.666666666666664	2170	2023-03-30_11h07.43.589	M	02
17	496.33879309985787	1.970394500065595	0.30277379998005927	0	1	Practice 0-back	60.0	2170	2023-03-30_11h07.43.589	M	02
18	498.32623440003954	1.9780561500228941	0.3346883999183774	0	1	Practice 0-back	63.333333333333336	2170	2023-03-30_11h07.43.589	M	02
19	500.3362620999105	1.9738087998703122	0.33872879995033145	0	1	Practice 0-back	66.66666666666667	2170	2023-03-30_11h07.43.589	M	02
20	502.3369952000212	1.9721011000219733	0.25356149999424815	0	1	Practice 0-back	70.0	2170	2023-03-30_11h07.43.589	M	02
21	504.3364572999999	1.9729678998701274	0.25410160003229976	0	1	Practice 0-back	73.33333333333333	2170	2023-03-30_11h07.43.589	M	02
22	506.3354217999149	1.973911999957636	0.23872840008698404	0	1	Practice 0-back	76.66666666666667	2170	2023-03-30_11h07.43.589	M	02
23	508.33862089994363	1.9671565000899136	0.25297200004570186	0	1	Practice 0-back	80.0	2170	2023-03-30_11h07.43.589	M	02
24	510.33590089995414	1.9725714998785406	0.25452589988708496	0	1	Practice 0-back	83.33333333333333	2170	2023-03-30_11h07.43.589	M	02
25	512.3366205999628	1.9704942998941988	0.23872809996828437	0	1	Practice 0-back	86.66666666666667	2170	2023-03-30_11h07.43.589	M	02
26	514.3348874000367	1.973608999978751	0.28818640019744635	0	1	Practice 0-back	90.0	2170	2023-03-30_11h07.43.589	M	02
27	516.3342769998126	1.9737812001258135	0.23814289993606508	0	1	Practice 0-back	93.33333333333333	2170	2023-03-30_11h07.43.589	M	02
28	518.3344608999323	1.9730391998309642	0.27114870003424585	0	1	Practice 0-back	96.66666666666667	2170	2023-03-30_11h07.43.589	M	02
29	520.3224814999849	1.978984449757263	0.2189607999753207	0	1	Practice 0-back	100.0	2170	2023-03-30_11h07.43.589	M	02
